CustomerID,Conversion,rf_score,rf_decile,priority_segment,AdSpend,ConversionRate,WebsiteVisits,PreviousPurchases,LoyaltyPoints,EngagementScore
8079,1,0.8125998575434391,3,High,6483.1310807481705,0.0848243384554595,7,7,65.0,0.505859375
8080,1,0.7890846750258699,4,Medium,8717.538324588502,0.1733314114263937,15,6,1998.0,0.6206406250000001
8081,1,0.8256589058732119,2,High,7121.768487304785,0.1183664375368725,19,5,590.0,0.5747968750000001
8082,1,0.706822962094945,7,Medium,5241.813541586949,0.0172502049752676,25,1,220.0,0.48774999999999996
8083,1,0.8400309600047141,2,High,9799.203253819289,0.1308089077388223,34,4,4394.0,0.5441640625
8084,1,0.8090712814020609,3,High,6979.075189914263,0.099417595615954,16,5,928.0,0.507296875
8085,1,0.7542943432366771,6,Medium,6053.5350504487305,0.0622793852455865,25,1,1884.0,0.537484375
8086,1,0.7900153686720528,4,Medium,4147.81855344029,0.1943727966089375,17,8,1530.0,0.5721875
8087,1,0.7340321036311448,6,Medium,9033.8837359326,0.020463463075665,43,9,932.0,0.4662578125
8088,1,0.7900414054074821,4,Medium,3027.5200464894288,0.1897167042343426,6,3,3472.0,0.49078906250000004
8089,1,0.750959945620261,6,Medium,208.85654268817194,0.0402607415205812,43,4,3242.0,0.5017890625000001
8090,1,0.8523819483325482,1,High,2047.731172080364,0.0816277540671011,34,4,3897.0,0.6151796875
8091,1,0.3877705261051683,10,Low,1184.2231702293557,0.0892746833296763,11,6,1288.0,0.33978125
8092,1,0.7717072297766324,5,Medium,3258.038364313413,0.1488938985455546,46,8,2324.0,0.6358125
8093,1,0.8034628724629603,3,High,8276.198906838705,0.0509657496599738,48,8,2368.0,0.5128828125
8094,1,0.8617052656237721,1,High,6550.143885113574,0.1973593502132324,43,5,3006.0,0.7360675000000002
8095,1,0.8251311521786411,2,High,1772.907833413754,0.1523122520251643,40,8,72.0,0.6060703125
8096,1,0.666304942316933,8,Low,7909.335038814151,0.1600910012859404,0,3,3482.0,0.3521328125
8097,1,0.6212289491760508,9,Low,5091.776674384087,0.0302214668158299,24,4,205.0,0.4477578125
8098,1,0.8329735508927937,2,High,5175.87477877114,0.1004992818067955,15,4,2595.0,0.41040625
8099,1,0.7047054200823637,7,Medium,3684.910591710645,0.1896657765908748,14,4,3514.0,0.4658984375
8100,1,0.620750404308953,9,Low,8659.702011738033,0.0613125535948432,10,0,2398.0,0.408734375
8101,1,0.7294033908602294,6,Medium,3251.440308172347,0.0376228944406633,36,6,4525.0,0.45698437500000005
8102,1,0.7052887366379682,7,Medium,1031.9836306299176,0.1022249473551957,38,5,1506.0,0.539375
8103,1,0.7870526597059267,4,Medium,3097.0170403222564,0.1867746832337296,2,2,1821.0,0.54425
8104,1,0.8041544049733866,3,High,7182.000108052069,0.1024902186418191,44,7,272.0,0.650109375
8105,1,0.7676373878048931,5,Medium,6610.060679352956,0.0869185175547351,44,5,360.0,0.5216015625
8106,1,0.8540356361486825,1,High,1961.369820180421,0.1335517629756175,41,8,4403.0,0.58621875
8107,1,0.8493042003024626,1,High,1206.664561138926,0.1880079597816047,38,6,3502.0,0.665359375
8108,1,0.7064840997798199,7,Medium,6642.571008177289,0.0193209153487725,19,7,2395.0,0.33153125000000006
8109,1,0.7723425881571159,5,Medium,6796.130672983632,0.0391451536405713,22,8,2647.0,0.41782031249999996
8110,1,0.7895491341378146,4,Medium,3724.88140838465,0.0352233189084094,14,5,3426.0,0.4480546875
8111,1,0.7722082270469643,5,Medium,8443.73369693789,0.0262132666368414,17,7,603.0,0.5944140625
8112,1,0.6669616477016541,8,Low,9784.231517619177,0.0674001553231952,38,1,3469.0,0.30259375
8113,0,0.15923529502669656,10,Low,2135.8877121490145,0.0535687162928589,34,0,4643.0,0.32485937500000006
8114,1,0.7250797347084332,7,Medium,5812.980285489681,0.1142513405797737,28,8,162.0,0.45727343750000005
8115,1,0.6727223399705926,8,Low,208.85654268817194,0.0721849901278836,19,9,1669.0,0.5086015625
8116,1,0.8083467868587867,3,High,7159.238520660245,0.0869894936769964,41,5,1981.0,0.48310937499999995
8117,1,0.8298293134125854,2,High,4201.392924276846,0.1889542911949644,14,9,4669.0,0.55859375
8118,1,0.7845638342583849,4,Medium,2013.365346341332,0.0395745718411871,31,9,2597.0,0.4611171875
8119,1,0.828042304358294,2,High,7546.997025467324,0.0838068920910124,11,2,4820.0,0.5618437499999999
8120,1,0.792585140784951,4,Medium,8125.4230958051985,0.0588455496985685,47,2,3803.0,0.50115625
8121,1,0.8290541468469705,2,High,1200.5483616417791,0.1143415366479729,11,7,3336.0,0.5877421875
8122,1,0.6835596423464719,8,Low,505.8580421965365,0.1499038830438624,24,2,4108.0,0.3996875
8123,1,0.8260258804100731,2,High,3407.376572524261,0.1652276959493943,33,9,3310.0,0.5924375
8124,1,0.8183202143978435,3,High,6297.305611034252,0.1079063719582994,7,5,4947.0,0.46980468750000004
8125,1,0.8464285693836011,1,High,7954.853319167468,0.172434152390119,23,5,3606.0,0.5860078125
8126,1,0.8817984049214954,1,High,5506.018716641531,0.1591643464966903,44,4,4652.0,0.5521874999999999
8127,1,0.6413717913701593,8,Low,5849.412885439108,0.0398307716724103,0,6,2863.0,0.3583984375
8128,1,0.7178369305476388,7,Medium,8018.596395353622,0.056631464213799,24,3,596.0,0.4401328124999999
8129,1,0.8348590440180308,2,High,5335.549404765718,0.13762690038335,33,9,1084.0,0.7360675000000002
8130,1,0.7921088981268806,4,Medium,6150.429453240376,0.1952108637507155,13,5,2530.0,0.49442968749999994
8131,1,0.8444498222704658,1,High,5210.551665767937,0.081464643114,35,0,3755.0,0.642390625
8132,1,0.6757337280833434,8,Low,8816.53651034027,0.0536634897225007,5,2,458.0,0.38140625
8133,1,0.6912344340461203,7,Medium,2431.61452399238,0.17513459251616,44,6,52.989999999999995,0.4768671875
8134,1,0.734201621154471,6,Medium,2713.5364869510427,0.0479262723131476,8,8,2601.0,0.4540078125
8135,1,0.7534697088426582,6,Medium,1366.8184698580749,0.1425075720694737,47,0,819.0,0.5657578125
8136,1,0.8020488465728809,3,High,8212.720839794776,0.0165073233676142,0,3,3124.0,0.5032734375
8137,1,0.6666279279437017,8,Low,4176.595176567338,0.0136062978686016,8,6,3120.0,0.4094921875
8138,1,0.7541750387612518,6,Medium,3544.1500147243137,0.0957976756493912,23,9,189.0,0.537546875
8139,1,0.7626581594534325,5,Medium,9815.352299162849,0.1347426242344816,38,8,2995.0,0.5109765625
8140,1,0.71105560485179,7,Medium,9275.353327753875,0.037062546252166,17,7,2856.0,0.42375781249999994
8141,1,0.6872925293457489,8,Low,9722.678053035135,0.1551376660702922,47,1,2962.0,0.5090390624999999
8142,0,0.3781224631924809,10,Low,1508.7600679110592,0.0344599316582745,38,1,1913.0,0.38667187499999994
8143,1,0.8256333284489789,2,High,8923.392950166846,0.1114044834956182,17,8,1910.0,0.5178203124999999
8144,0,0.413324777051427,10,Low,3354.2250339357697,0.0685768465326452,40,1,318.0,0.4408671875
8145,1,0.7187816827650121,7,Medium,225.30202509743884,0.152928122588809,27,9,4579.0,0.5149609375
8146,1,0.7359951758880644,6,Medium,3973.85352623238,0.1627821831771379,1,6,4662.0,0.41228125000000004
8147,1,0.8377878116838072,2,High,5141.043896066791,0.0225573355168695,36,9,3096.0,0.5924609375
8148,1,0.5788127429458912,9,Low,1171.382193317313,0.0465948681684183,40,8,2876.0,0.41015625000000006
8149,1,0.7859749267346251,4,Medium,5423.0084070551375,0.1796023808181851,35,7,252.0,0.5320078125000001
8150,1,0.5714842749484351,9,Low,8212.68948334964,0.0889664389541646,47,4,52.989999999999995,0.4131328125
8151,0,0.17948119892683143,10,Low,3838.74441330802,0.1005798144208786,23,1,3395.0,0.31476562500000005
8152,1,0.7293639463928524,6,Medium,3591.1835846895915,0.0419245299158876,34,5,2692.0,0.46759375000000003
8153,1,0.8130549298989607,3,High,3454.2231602837064,0.1978811836674077,5,6,3824.0,0.5724296875
8154,1,0.8007716636388226,3,High,9238.63501424855,0.1853790597394719,16,9,399.0,0.45540625
8155,1,0.5048930860022111,10,Low,582.705178022971,0.011871636446514077,29,6,858.0,0.4728046875
8156,1,0.7479857686611341,6,Medium,4506.253805730257,0.1146395897049981,7,4,2699.0,0.55809375
8157,1,0.8410591047339677,1,High,2719.534596082197,0.1757308028845993,41,9,4216.0,0.7156953125000001
8158,1,0.7860405217343274,4,Medium,8948.689551336192,0.0918013851844524,9,8,2497.0,0.44569531249999994
8159,1,0.7159132913301385,7,Medium,1050.9174094796588,0.0929947091295701,15,5,2503.0,0.48668750000000005
8160,1,0.7593607622001938,5,Medium,4173.283390136066,0.0820759597779949,37,9,2986.0,0.577328125
8161,1,0.682799198906425,8,Low,4127.479905107748,0.0154773836795114,25,8,225.0,0.5079453125
8162,1,0.8355075420999253,2,High,8895.104733715523,0.1601538338122035,30,7,3180.0,0.6389140625
8163,1,0.7913264039904727,4,Medium,2233.385105905598,0.096789188644308,7,9,3224.0,0.427609375
8164,1,0.8103531329803257,3,High,6484.46456198595,0.1109024712967079,34,8,4269.0,0.5201250000000001
8165,1,0.7122748557319833,7,Medium,1430.620656189112,0.0585801721932613,33,0,1775.0,0.493359375
8166,1,0.7447114152000924,6,Medium,9544.359569397371,0.1589825134926957,9,1,4941.0,0.4376484375
8167,1,0.8048767982222134,3,High,5970.84809679563,0.1608122238738451,39,7,927.0,0.60678125
8168,1,0.8042452694663617,3,High,6299.941630174636,0.1150549552018342,43,5,412.0,0.6267499999999999
8169,1,0.7576898646389475,5,Medium,4394.356676438674,0.1818793059020311,11,0,3631.0,0.5539609375000001
8170,1,0.771509738249517,5,Medium,3488.5988553965904,0.0320180038380619,40,9,3666.0,0.5372265625
8171,1,0.6788435741719312,8,Low,2205.4966519992754,0.1594590662822838,26,0,3396.0,0.5883984375
8172,1,0.7387826203130109,6,Medium,6079.478762939363,0.1161309870409262,18,0,3426.0,0.5000859375
8173,1,0.8324383987061413,2,High,9550.161278947557,0.0538925017369253,25,2,3060.0,0.3715625
8174,1,0.5775783749376481,9,Low,3661.93044551479,0.03513771870386,14,8,3550.0,0.30665625
8175,1,0.8222661725649506,2,High,8843.253197754337,0.0671913376613392,30,5,3789.0,0.48215625
8176,1,0.7579398051473122,5,Medium,1572.8854971877718,0.1727000244392759,45,1,2545.0,0.625984375
8177,1,0.7747715740566989,5,Medium,9367.647606729828,0.1596476764384658,36,7,3047.0,0.44132031250000003
8178,1,0.7370665309349461,6,Medium,3569.814210590958,0.1325751609054276,17,9,1407.0,0.523171875
8179,1,0.575122617188433,9,Low,3859.299394774122,0.0271621314788987,28,2,409.0,0.5041953125
8180,1,0.6163379232752972,9,Low,4682.1383446398495,0.1914178215512277,43,0,3031.0,0.5687890624999999
8181,1,0.6321562188596717,8,Low,7210.618272481737,0.0680336251513273,26,9,126.0,0.37498437500000004
8182,1,0.6848087733956373,8,Low,7224.568993521449,0.1253299968355611,37,5,315.0,0.45615625
8183,1,0.7811125635244147,4,Medium,4847.926988724686,0.1625893554530325,19,3,1148.0,0.6003671875
8184,1,0.6747189044384824,8,Low,5279.213703207965,0.035242608547164,20,5,2248.0,0.38153906249999997
8185,1,0.7832460259535723,4,Medium,397.1038289639976,0.1339173810286159,28,7,3438.0,0.5536796875
8186,1,0.7227628384752898,7,Medium,3112.537345427424,0.0161362393738003,42,3,4419.0,0.41390625
8187,0,0.43885001823472325,10,Low,3525.569034883033,0.0293399691858248,14,3,855.0,0.3999375
8188,1,0.8416712123663482,1,High,5631.399960385018,0.1473972905411569,21,5,1886.0,0.5158515625000001
8189,1,0.7397073624529661,6,Medium,5627.167696975915,0.0394656095588308,22,1,4203.0,0.5283671875000001
8190,1,0.7759614050461789,5,Medium,7128.007997505944,0.0942662774280218,3,2,1278.0,0.5387578125
8191,1,0.6355575792600439,8,Low,7198.570232559001,0.0571831846477001,23,1,3056.0,0.41704687500000004
8192,1,0.7459309105258971,6,Medium,2428.5861696996217,0.090033606647289,13,8,1032.0,0.524125
8193,1,0.8147170230728927,3,High,7724.852795937764,0.0246718456553794,36,3,1552.0,0.5822968749999999
8194,1,0.7288104007611121,7,Medium,294.0753236581923,0.153431103367788,20,2,1529.0,0.43796875
8195,1,0.6453420817268594,8,Low,7190.002657606533,0.0250178237048817,42,1,52.989999999999995,0.5488046875
8196,0,0.29707674750225066,10,Low,1110.404924842289,0.1692037544984893,38,0,844.0,0.520421875
8197,1,0.7077740364230771,7,Medium,7323.517263370069,0.1358956841922166,12,1,523.0,0.502921875
8198,1,0.7250457054260682,7,Medium,5318.469096627203,0.0891512593762138,18,3,882.0,0.428484375
8199,1,0.773391092442522,5,Medium,4428.819556762612,0.1746324432593934,25,3,2141.0,0.6925
8200,1,0.8626662929578142,1,High,6937.597258638148,0.0453649429485024,35,6,3012.0,0.5014921875
8201,1,0.7109723475987062,7,Medium,460.0712540976039,0.0602672032088168,43,2,1764.0,0.5445390625000001
8202,1,0.44329390251107137,10,Low,2312.356224188225,0.0360534957152492,45,6,2956.0,0.39281250000000006
8203,1,0.7721694317585104,5,Medium,6202.757410429775,0.0824980517251066,32,3,1014.0,0.4498749999999999
8204,1,0.8042042195995863,3,High,8487.432525645097,0.1974793050994766,39,8,780.0,0.665203125
8205,0,0.2657121131345004,10,Low,3872.965605756658,0.0405952017821319,15,6,155.0,0.41045312500000003
8206,1,0.782050313357458,4,Medium,2661.738579072215,0.1678855323145017,18,1,4216.0,0.5282656250000001
8207,1,0.7693450556730109,5,Medium,5235.490714311044,0.1338572136178837,36,8,4398.0,0.378953125
8208,1,0.6701350476650987,8,Low,6260.92099862973,0.0130046848162533,13,8,446.0,0.442203125
8209,1,0.7803591595159388,4,Medium,4259.02001091689,0.189529136658163,43,1,3419.0,0.6500625
8210,1,0.8413780986279578,1,High,8779.435758331574,0.1945073403927471,43,7,1404.0,0.5669765625000001
8211,1,0.8473718384151134,1,High,5282.043217714133,0.1857311333536932,29,6,3153.0,0.6700546875
8212,0,0.24866844780607797,10,Low,454.65351694879166,0.1053305349643364,30,0,2301.0,0.4429375
8213,1,0.7298068381108113,6,Medium,2308.234151591285,0.051871284670417,19,0,1720.0,0.44775781249999996
8214,1,0.8035088658332624,3,High,4561.405606086364,0.0843402887193914,43,7,2906.0,0.5220078125000001
8215,1,0.8120609895920272,3,High,7007.48263826764,0.1266963938190839,42,9,2689.0,0.6251015625
8216,1,0.7054704301609411,7,Medium,2275.5472135466293,0.0819789123743154,46,4,4126.0,0.5495234375
8217,1,0.8266220849668404,2,High,9764.94865320247,0.1445526136652397,6,8,3798.0,0.5234140625000001
8218,1,0.5317205798361179,9,Low,3253.726756062026,0.1611593540775385,41,2,2072.0,0.3578359375000001
8219,1,0.7823187133747491,4,Medium,5371.554047919825,0.0497846507431309,36,2,3106.0,0.40975
8220,1,0.7169298534144205,7,Medium,287.76720883730763,0.0869389625737321,46,7,1749.0,0.561296875
8221,1,0.8075790806494193,3,High,8860.418142164963,0.1919714314449513,1,4,3873.0,0.6143671875
8222,1,0.660698164675885,8,Low,7909.463069899316,0.0574632922399012,21,0,2220.0,0.44059374999999995
8223,1,0.5310288887774406,9,Low,2035.0342425263675,0.0758250228329415,12,8,534.0,0.36916406249999995
8224,1,0.7751705330950474,5,Medium,9339.043243274444,0.0167754957318747,45,1,3945.0,0.539390625
8225,1,0.7723325080316995,5,Medium,3226.813661594306,0.0731495478096842,37,6,2138.0,0.5091406250000001
8226,1,0.8576565022274764,1,High,6952.644254963159,0.0804769656397794,30,7,3657.0,0.48675000000000007
8227,1,0.7629786147257184,5,Medium,8207.865548364338,0.0289687563290962,0,3,783.0,0.5082421875
8228,1,0.7952951739727078,4,Medium,7435.053166248091,0.011871636446514077,46,2,3651.0,0.51278125
8229,1,0.7450761964286652,6,Medium,9184.069561895429,0.1193270420300549,42,0,625.0,0.5214453125
8230,1,0.7952024754621126,4,Medium,8656.320127373014,0.0672900542524565,12,9,397.0,0.6320781249999999
8231,1,0.7039022451546205,7,Medium,9901.971843053623,0.0133865290794174,16,6,3919.0,0.392453125
8232,1,0.7446034104610003,6,Medium,1907.8529845038408,0.1733894177537641,3,6,3182.0,0.5039140625
8233,1,0.6963975959527577,7,Medium,3117.1418321443302,0.1210378386426617,42,8,3922.0,0.520484375
8234,1,0.8423461978933446,1,High,6398.636087573137,0.0425219865934458,30,5,4473.0,0.6249296875000001
8235,1,0.8007727783279737,3,High,7357.167140326678,0.1743968583587855,32,3,2690.0,0.6650859375000001
8236,1,0.717225542636263,7,Medium,5392.590040101521,0.0581813343898662,13,0,2345.0,0.4761953125
8237,1,0.669124796073304,8,Low,831.8908123774877,0.0532146889918886,20,5,1206.0,0.4350703125
8238,1,0.8719394879515343,1,High,8431.792745323783,0.1799804708294811,21,1,4289.0,0.7102890625
8239,1,0.8076604886366454,3,High,9612.656124610594,0.0440969970973,4,9,1747.0,0.4233203125000001
8240,1,0.8008370231842586,3,High,4114.616753881308,0.1770073007021241,36,8,2612.0,0.6424296875
8241,1,0.7395464713194454,6,Medium,2325.643568818576,0.1625649272370821,31,6,4505.0,0.4717109375
8242,1,0.6804420592967374,8,Low,291.20617412466663,0.0688577327575543,2,0,4114.0,0.49512500000000004
8243,1,0.814893285269397,3,High,2449.2604573264944,0.0165354454190957,40,3,4468.0,0.5180703125
8244,1,0.8504996147897481,1,High,7029.19587090038,0.0256888896747502,12,4,3953.0,0.6318359375000001
8245,1,0.6393819762699199,8,Low,9124.734937960033,0.0308103708762197,10,2,110.0,0.4049921875
8246,1,0.7395086503847278,6,Medium,1025.7793576744816,0.1792517786804908,49,8,865.0,0.6705703125000001
8247,1,0.735456191968443,6,Medium,5577.265952903106,0.0867668358271203,41,8,2351.0,0.4101875
8248,1,0.7284361630359913,7,Medium,6985.75936026714,0.0161806538844339,37,8,1719.0,0.4316015625
8249,0,0.3793039015521579,10,Low,2836.1701289520597,0.1157442077905791,23,1,156.0,0.38721875
8250,1,0.7875274587742426,4,Medium,5741.98068778599,0.0495185276153284,8,2,1588.0,0.4878125
8251,1,0.7191405755087618,7,Medium,7180.959417457151,0.0546739480955236,12,9,1817.0,0.3620390625
8252,1,0.7626621558469693,5,Medium,8393.420507040231,0.0405599296344349,21,6,2976.0,0.49767968749999997
8253,1,0.7626211500792579,5,Medium,4579.748523117811,0.1547840778557563,17,5,1732.0,0.63
8254,1,0.8590378349518502,1,High,7503.78646729771,0.011871636446514077,9,7,3689.0,0.524578125
8255,1,0.816822666993144,3,High,3087.651420224512,0.0934069911404005,46,0,2632.0,0.6553046874999999
8256,1,0.6631262894943175,8,Low,2209.1627930443706,0.0265055216164718,11,7,474.0,0.505
8257,1,0.49252948362336313,10,Low,1954.4060862976075,0.1149511741908651,29,0,3193.0,0.46207812500000006
8258,1,0.7553697476578611,6,Medium,3652.8400450746894,0.075738545770655,46,5,2234.0,0.4725078125
8259,1,0.7702546884568362,5,Medium,455.2088497096055,0.0153868003475213,45,7,1498.0,0.5557187499999999
8260,1,0.8037518429078042,3,High,2901.619192885972,0.0975851039194583,18,9,3545.0,0.5174140625
8261,1,0.8653842495086564,1,High,6557.005961987959,0.1184112445943124,18,6,3300.0,0.4834453125
8262,1,0.6595758854542602,8,Low,6514.398566885354,0.0570542660159162,9,2,3202.0,0.31701562499999997
8263,1,0.6223293207534125,9,Low,828.1826842657632,0.1554472604435011,0,6,3769.0,0.40346875000000004
